Column1;Column2;Column3;Column4
3;3;38;33
2;3;38;33
1;3;37;32
0;3;36;32
1;3;34;31
2;3;33;31
3;3;32;31
5;3;31;31
6;3;30;30
7;3;29;30
8;3;28;30
10;3;27;29
11;2;26;29
13;3;24;28
14;3;23;28
15;2;22;28
16;2;21;28
18;2;20;27
19;2;19;26
20;2;18;26
22;2;16;26
23;2;16;26
24;2;15;25
25;2;14;25
26;1;12;24
27;2;11;24
29;1;10;24
30;1;9;23
31;1;8;23
32;1;7;23
34;1;6;22
35;1;5;22
36;1;4;22
37;1;3;21
38;1;2;21
39;1;1;21
41;1;0;20
42;0;0;20
43;0;1;19
43;0;2;19
44;0;2;19
44;0;2;19
44;0;2;19
44;0;2;19
44;0;3;19
