Column1;Column2;Column3;Column4
44;0;3;18
44;1;3;17
43;2;3;16
43;3;3;16
42;4;3;14
42;5;3;14
42;6;3;13
41;7;3;12
40;8;3;11
40;9;2;10
39;10;3;9
39;11;2;9
38;13;2;8
37;13;2;7
36;14;2;6
36;15;1;6
35;16;1;5
35;17;1;4
34;18;1;3
34;19;1;2
33;20;1;2
32;21;1;1
31;22;0;0
31;23;0;0
30;24;0;0
30;25;0;1
