Column1;Column2
9.023169693;-79.53182894
9.023171114;-79.53182814
9.023171017;-79.5318282
9.023171017;-79.5318282
9.023169499;-79.53182905
9.023168313;-79.53182972
9.023167885;-79.53182996
9.023167457;-79.5318302
9.023170686;-79.53182838
9.023179654;-79.53182333
9.023189284;-79.5318179
9.02319977;-79.53181199
9.023210022;-79.53180621
9.023221033;-79.5318
9.023230953;-79.53179441
9.023241964;-79.5317882
9.023250932;-79.53178314
9.023261846;-79.53177699
9.023272332;-79.53177108
9.023282487;-79.53176535
9.02329231;-79.53175981
9.023303321;-79.53175361
9.023313145;-79.53174807
9.023323631;-79.53174216
9.023333358;-79.53173667
9.023343182;-79.53173113
9.023353006;-79.53172559
9.023362926;-79.53172
9.023373937;-79.53171379
9.023383995;-79.53170812
9.023393294;-79.53170288
9.023402263;-79.53169782
9.02340981;-79.53169357
