9.02342484564, -79.5317032116, 9.02322020318, -79.5314803746, 9.02337448239, -79.5318998447, 9.02316163468, -79.5316797259
9.02342484564, -79.5317032116, 9.02322020318, -79.5314803746, 9.02337448239, -79.5318998447, 9.02316163468, -79.5316797259
9.02342484564, -79.5317032116, 9.02322020318, -79.5314803746, 9.02337448239, -79.5318998447, 9.02316163468, -79.5316797259
9.02342532178, -79.531703559, 9.02321970492, -79.5314808329, 9.02337472317, -79.5318999065, 9.023161547, -79.5316807182
9.02342484564, -79.5317032116, 9.02322020318, -79.5314803746, 9.02337448239, -79.5318998447, 9.02316163468, -79.5316797259
9.02342532178, -79.531703559, 9.02321970492, -79.5314808329, 9.02337472317, -79.5318999065, 9.023161547, -79.5316807182
9.02342532178, -79.531703559, 9.02321970492, -79.5314808329, 9.02337472317, -79.5318999065, 9.023161547, -79.5316807182
9.02342484564, -79.5317032116, 9.02322020318, -79.5314803746, 9.02337448239, -79.5318998447, 9.02316163468, -79.5316797259
9.02342241169, -79.5317014357, 9.02321907653, -79.531481411, 9.02337142699, -79.5318990605, 9.02316169912, -79.5316789967
9.023418849, -79.5316988364, 9.02321790649, -79.5314824873, 9.0233671926, -79.5318979738, 9.0231618435, -79.531677363
9.02341415757, -79.5316954134, 9.02321669309, -79.5314836035, 9.02336177923, -79.5318965846, 9.02316206782, -79.5316748247
9.02340816093, -79.5316910382, 9.0232143964, -79.5314857163, 9.02335448945, -79.5318947137, 9.02316227664, -79.5316724617
9.0234018646, -79.5316864444, 9.02321363788, -79.5314864141, 9.02334765631, -79.5318929601, 9.02316266858, -79.5316680266
9.02339461599, -79.5316811557, 9.02321387588, -79.5314861951, 9.02334034161, -79.5318910829, 9.02316323589, -79.531661607
9.02338766706, -79.5316760857, 9.02321257572, -79.5314873912, 9.02333257027, -79.5318890885, 9.02316362008, -79.5316572595
9.02338006554, -79.5316705396, 9.02321073392, -79.5314890855, 9.02332386072, -79.5318868533, 9.02316399652, -79.5316529998
9.02337264047, -79.5316651222, 9.02320993202, -79.5314898232, 9.02331584859, -79.5318847971, 9.0231644684, -79.5316476601
9.023365868, -79.5316601809, 9.02320967176, -79.5314900626, 9.02330877468, -79.5318829816, 9.02316494803, -79.5316422327
9.02336004782, -79.5316559345, 9.02320841498, -79.5314912187, 9.02330218232, -79.5318812898, 9.02316525228, -79.5316387898
9.02335405118, -79.5316515593, 9.02320611829, -79.5314933315, 9.02329489253, -79.531879419, 9.0231654611, -79.5316364268
9.02334710226, -79.5316464893, 9.02320481813, -79.5314945275, 9.02328712119, -79.5318774246, 9.02316584529, -79.5316320794
9.02334110562, -79.531642114, 9.02320252144, -79.5314966403, 9.0232798314, -79.5318755537, 9.02316605411, -79.5316297165
9.02333350409, -79.5316365679, 9.02320067964, -79.5314983346, 9.02327112185, -79.5318733185, 9.02316643055, -79.5316254567
9.02332703131, -79.5316318453, 9.02319888122, -79.531499989, 9.02326359128, -79.5318713859, 9.02316672706, -79.5316221015
9.02331990593, -79.5316266466, 9.02319654116, -79.5315021416, 9.02325512251, -79.5318692125, 9.02316701581, -79.531618834
9.02331278054, -79.5316214478, 9.02319420109, -79.5315042943, 9.02324665374, -79.5318670391, 9.02316730457, -79.5316155665
9.02330648422, -79.5316168539, 9.02319344257, -79.5315049921, 9.0232398206, -79.5318652855, 9.02316769651, -79.5316111314
9.0233001879, -79.5316122601, 9.02319268405, -79.5315056899, 9.02323298746, -79.5318635318, 9.02316808845, -79.5316066962
9.02329371511, -79.5316075375, 9.02319088562, -79.5315073443, 9.0232254569, -79.5318615992, 9.02316838496, -79.531603341
9.02328611359, -79.5316019913, 9.02318904382, -79.5315090386, 9.02321674735, -79.531859364, 9.0231687614, -79.5315990813
9.02327851206, -79.5315964452, 9.02318720202, -79.5315107329, 9.0232080378, -79.5318571288, 9.02316913784, -79.5315948215
9.02327334448, -79.5315926749, 9.02318648688, -79.5315113907, 9.02320238364, -79.5318556778, 9.02316944984, -79.5315912909
9.02326609587, -79.5315873862, 9.02318672488, -79.5315111718, 9.02319506895, -79.5318538006, 9.02317001716, -79.5315848713
9.0232593234, -79.531582445, 9.02318646463, -79.5315114112, 9.02318799503, -79.5318519851, 9.02317049679, -79.5315794439
9.02325076959, -79.531576204, 9.02318561935, -79.5315121888, 9.02317880393, -79.5318496263, 9.0231710486, -79.5315731997
9.02324221577, -79.5315699631, 9.02318477408, -79.5315129664, 9.02316961282, -79.5318472676, 9.02317160042, -79.5315669554
9.02323383841, -79.5315638509, 9.02318496871, -79.5315127873, 9.02316111914, -79.5318450878, 9.02317224767, -79.5315596312
9.02322546106, -79.5315577387, 9.02318516333, -79.5315126083, 9.02315262546, -79.531842908, 9.02317289492, -79.531552307
9.02321530235, -79.5315503268, 9.02318477295, -79.5315129674, 9.02314201458, -79.5318401848, 9.02317361437, -79.5315441659
9.02320852989, -79.5315453855, 9.02318451269, -79.5315132068, 9.02313494067, -79.5318383694, 9.02317409399, -79.5315387385
9.0232020571, -79.5315406629, 9.02318271426, -79.5315148612, 9.0231274101, -79.5318364368, 9.0231743905, -79.5315353834
9.02342484564, -79.5317032116, 9.02322020318, -79.5314803746, 9.02337448239, -79.5318998447, 9.02316163468, -79.5316797259
9.02342532178, -79.531703559, 9.02321970492, -79.5314808329, 9.02337472317, -79.5318999065, 9.023161547, -79.5316807182
9.02342484564, -79.5317032116, 9.02322020318, -79.5314803746, 9.02337448239, -79.5318998447, 9.02316163468, -79.5316797259
