Column1;Column2
9.023177571;-79.5318245
9.02317833;-79.53182407
9.023184497;-79.5318206
9.023193562;-79.53181549
9.023204242;-79.53180947
9.023216536;-79.53180253
9.023229064;-79.53179547
9.023240502;-79.53178902
9.023252506;-79.53178226
9.023264509;-79.53177549
9.023275423;-79.53176933
9.023286765;-79.53176294
9.023297444;-79.53175692
9.023308882;-79.53175047
9.023321176;-79.53174354
9.023332518;-79.53173715
9.023344949;-79.53173014
9.023356525;-79.53172361
9.023367011;-79.5317177
9.023378352;-79.5317113
9.023389363;-79.5317051
9.023400373;-79.53169889
9.023410625;-79.53169311
9.023420352;-79.53168762
9.023425761;-79.53168458
9.023425664;-79.53168463
9.023424477;-79.5316853
9.023425236;-79.53168487
9.023425236;-79.53168487
9.023425236;-79.53168487
9.023425236;-79.53168487
9.023425236;-79.53168487
9.023425236;-79.53168487
9.023425995;-79.53168444
9.023425139;-79.53168493
9.023425567;-79.53168468
9.023427609;-79.53168353
