Column1;Column2;Column3;Column4
1;3;35;32
2;4;34;32
4;3;32;31
5;3;31;31
7;3;30;30
9;3;28;30
10;3;26;29
12;3;25;29
13;3;24;28
15;2;23;28
16;2;21;27
18;2;20;27
20;3;18;27
21;3;17;27
22;3;16;26
24;3;15;26
25;3;14;26
27;2;12;25
28;2;11;24
30;2;9;24
32;1;8;23
34;1;6;22
35;0;4;21
37;0;3;21
38;0;2;20
40;0;0;20
41;1;0;20
42;1;1;20
43;1;1;20
44;1;2;20
44;1;2;20
44;1;2;20
44;1;2;20
44;1;2;20
