Column1;Column2
9.023162499;-79.53153346
9.02315301;-79.53154219
9.023142112;-79.53155221
9.023131713;-79.53156178
9.023120816;-79.5315718
9.023109464;-79.53158225
9.023099108;-79.53159177
9.023089749;-79.53160038
9.02308039;-79.53160899
9.023068951;-79.53161951
9.023058054;-79.53162954
9.02304603;-79.5316406
9.023034548;-79.53165116
9.023023564;-79.53166127
9.023015201;-79.53166896
9.023005842;-79.53167757
9.022996526;-79.53168614
9.02298617;-79.53169567
9.022975815;-79.53170519
9.022965459;-79.53171472
9.022953609;-79.53172562
9.0229423;-79.53173602
9.022931988;-79.53174551
9.022921134;-79.53175549
9.022910691;-79.5317651
9.022900249;-79.53177471
9.02289076;-79.53178344
9.022881855;-79.53179163
9.022876114;-79.53179691
9.022873493;-79.53179932
9.022873449;-79.53179936
9.02287241;-79.53180032
9.022872951;-79.53179982
9.022872995;-79.53179978
