Column1;Column2
9.022898031;-79.53177757
9.022902506;-79.53177872
9.022907679;-79.53178005
9.02291403;-79.53178168
9.022919203;-79.531783
9.022923196;-79.53178403
9.022929066;-79.53178553
9.022935418;-79.53178716
9.022943646;-79.53178928
9.022952115;-79.53179145
9.022961281;-79.5317938
9.022969509;-79.53179591
9.022978675;-79.53179827
9.022985965;-79.53180014
9.02299489;-79.53180243
9.023004057;-79.53180478
9.023012285;-79.53180689
9.023019093;-79.53180864
9.023026839;-79.53181063
9.023037882;-79.53181346
9.023047986;-79.53181605
9.023057152;-79.53181841
9.023067257;-79.531821
9.02307688;-79.53182347
9.023087682;-79.53182624
9.023097545;-79.53182877
9.023106711;-79.53183112
9.023116334;-79.53183359
9.023126895;-79.5318363
9.023138395;-79.53183926
9.023149412;-79.53184208
9.023158097;-79.53184431
9.023167022;-79.5318466
9.023173374;-79.53184823
9.023175034;-79.53184866
9.023175059;-79.53184867
9.023175541;-79.53184879
9.023174843;-79.53184861
