Column1;Column2;Column3;Column4
0;32;23;0
0;32;23;0
0;32;23;0
0;31;23;0
0;30;24;0
1;29;24;2
1;28;25;3
1;26;25;4
0;25;25;5
0;24;26;6
0;22;26;8
0;21;27;9
0;20;27;10
1;18;28;12
1;17;29;13
1;15;30;15
1;14;30;16
1;12;31;17
1;11;31;18
1;9;32;20
1;8;32;21
1;6;33;23
1;5;34;24
1;3;35;26
2;2;35;27
2;0;36;29
2;0;37;30
2;1;37;31
2;2;37;32
2;2;37;32
