Column1;Column2;Column3;Column4
45;1;4;17
44;2;4;16
44;3;4;15
43;4;4;14
42;5;3;13
42;6;3;13
40;7;3;12
40;9;2;11
39;10;2;10
38;11;2;9
38;12;2;8
37;13;2;7
36;15;2;6
36;16;2;5
35;17;2;4
34;18;1;3
33;19;1;3
32;20;1;2
32;22;0;1
31;23;0;0
30;24;0;0
30;25;0;1
29;26;0;2
