Column1;Column2
9.02318465;-79.53182051
9.023193619;-79.53181546
9.023201497;-79.53181101
9.023209803;-79.53180633
9.02321811;-79.53180165
9.023226747;-79.53179678
9.023235715;-79.53179172
9.023243497;-79.53178733
9.023250948;-79.53178313
9.023258729;-79.53177875
9.023267698;-79.53177369
9.023276666;-79.53176863
9.023285634;-79.53176358
9.023293513;-79.53175914
9.023302481;-79.53175408
9.023312208;-79.5317486
9.023321604;-79.5317433
9.023331;-79.531738
9.023341155;-79.53173228
9.023349696;-79.53172746
9.023358664;-79.5317224
9.023368488;-79.53171687
9.023377884;-79.53171157
9.023385335;-79.53170737
9.023393544;-79.53170274
9.023396676;-79.53170097
9.023401754;-79.53169811
9.023407162;-79.53169506
9.023413233;-79.53169164
9.023415937;-79.53169011
9.023416365;-79.53168987
9.023419731;-79.53168798
9.023420821;-79.53168736
