Column1;Column2;Column3;Column4
0;0;34;29
0;0;34;29
1;0;33;29
2;0;32;29
3;0;31;28
4;0;31;28
6;0;30;28
7;1;29;28
8;1;28;28
9;1;27;28
10;1;26;28
10;1;26;28
11;1;25;28
13;1;24;27
14;1;23;27
15;1;22;27
16;1;21;27
17;1;20;26
18;1;19;26
19;1;18;26
20;1;17;25
21;1;16;25
22;1;16;25
23;1;15;25
25;1;14;24
26;1;13;24
27;1;12;24
28;1;11;23
29;1;10;23
30;1;9;23
31;1;8;23
33;1;7;23
34;1;6;22
35;1;4;22
36;0;3;21
37;0;2;21
39;0;1;20
40;0;0;20
41;0;0;20
41;0;0;20
41;0;0;20
41;0;0;20
