9.02335634262, -79.5318951893, 23, Region 2
9.02335568837, -79.5318950214, 23, Region 2
9.02335416565, -79.5318946306, 23, Region 2
9.02335329968, -79.5318944084, 23, Region 2
9.02335187327, -79.5318940423, 23, Region 2
9.02335126219, -79.5318938855, 23, Region 2
9.02335032398, -79.5318936447, 23, Region 2
9.02334901049, -79.5318933076, 23, Region 2
9.02334866178, -79.5318932181, 23, Region 2
9.02334701369, -79.5318927952, 22, Region 2
9.02334552916, -79.5318924142, 22, Region 2
9.02334411438, -79.5318920511, 22, Region 2
9.02334276934, -79.5318917059, 22, Region 2
9.02334034411, -79.5318910835, 22, Region 2
9.02333843864, -79.5318905945, 21, Region 2
9.02333693253, -79.531890208, 21, Region 2
9.02333592209, -79.5318899487, 21, Region 2
9.02333547208, -79.5318898332, 21, Region 2
9.02333406477, -79.531889472, 21, Region 2
9.02333293892, -79.5318891831, 21, Region 2
9.02333112976, -79.5318887188, 21, Region 2
9.02332853599, -79.5318880531, 20, Region 2
9.02332721254, -79.5318877135, 20, Region 2
9.02332640634, -79.5318875066, 20, Region 2
9.0233243373, -79.5318869756, 20, Region 2
9.02332264106, -79.5318865403, 20, Region 2
9.02332095229, -79.5318861069, 19, Region 2
9.02331909248, -79.5318856296, 19, Region 2
9.02331735057, -79.5318851825, 19, Region 2
9.02331555552, -79.5318847219, 19, Region 2
9.02331322162, -79.5318841229, 19, Region 2
9.02331201856, -79.5318838141, 18, Region 2
9.02331142907, -79.5318836629, 18, Region 2
9.02331018034, -79.5318833424, 18, Region 2
9.02330956677, -79.5318831849, 18, Region 2
9.0233080125, -79.531882786, 18, Region 2
9.0233059144, -79.5318822476, 18, Region 2
9.02330427129, -79.5318818259, 18, Region 2
9.02330304664, -79.5318815116, 17, Region 2
9.02330228861, -79.5318813171, 17, Region 2
9.02330216822, -79.5318812862, 17, Region 2
9.02330117936, -79.5318810324, 17, Region 2
9.02330058987, -79.5318808811, 17, Region 2
9.02330044789, -79.5318808447, 17, Region 2
9.0233013861, -79.5318810855, 17, Region 2
9.02330061395, -79.5318808873, 17, Region 2
9.02330078249, -79.5318809305, 17, Region 2
9.02330202375, -79.5318812491, 17, Region 2
9.02330239654, -79.5318813448, 17, Region 2
9.02330130639, -79.531881065, 17, Region 2
9.02330137863, -79.5318810835, 17, Region 2
9.02329937684, -79.5318805698, 17, Region 2
9.02329965332, -79.5318806408, 17, Region 2
9.02329655475, -79.5318798456, 17, Region 2
9.02329474559, -79.5318793813, 16, Region 2
9.02329295801, -79.5318789225, 16, Region 2
9.02328964274, -79.5318780717, 16, Region 2
9.02328661141, -79.5318772937, 15, Region 2
9.02328460963, -79.53187678, 15, Region 2
9.02328303377, -79.5318763756, 15, Region 2
9.02328209556, -79.5318761348, 15, Region 2
9.02328070486, -79.5318757779, 15, Region 2
9.02327924441, -79.5318754031, 15, Region 2
9.02328123374, -79.5318759136, 15, Region 2
9.02328176512, -79.53187605, 15, Region 2
9.02328136077, -79.5318759462, 15, Region 2
9.02327921203, -79.5318753948, 15, Region 2
9.02327770343, -79.5318750076, 14, Region 2
9.0232768059, -79.5318747773, 14, Region 2
9.02327951259, -79.5318754719, 15, Region 2
9.02327791266, -79.5318750613, 14, Region 2
9.02327790767, -79.53187506, 14, Region 2
9.02327561446, -79.5318744715, 14, Region 2
9.0232733528, -79.5318738911, 14, Region 2
9.02327369238, -79.5318739782, 14, Region 2
9.02327490707, -79.53187429, 14, Region 2
9.02327481076, -79.5318742652, 14, Region 2
9.02327599888, -79.5318745702, 14, Region 2
9.02327559205, -79.5318744658, 14, Region 2
9.02327497599, -79.5318743076, 14, Region 2
9.02327445873, -79.5318741749, 14, Region 2
9.02327566428, -79.5318744843, 14, Region 2
9.02327583781, -79.5318745288, 14, Region 2
9.02327521261, -79.5318743684, 14, Region 2
9.02327408925, -79.5318740801, 14, Region 2
9.0232739423, -79.5318740424, 14, Region 2
9.02327313859, -79.5318738361, 14, Region 2
9.02327229421, -79.5318736194, 14, Region 2
9.02327203682, -79.5318735533, 14, Region 2
9.02327222446, -79.5318736015, 14, Region 2
9.02327297918, -79.5318737952, 14, Region 2
9.02327135019, -79.5318733771, 14, Region 2
9.02326985819, -79.5318729942, 14, Region 2
9.02327062287, -79.5318731905, 14, Region 2
9.02326869083, -79.5318726946, 13, Region 2
9.02326708342, -79.5318722821, 13, Region 2
9.02326870743, -79.5318726989, 13, Region 2
9.02326532242, -79.5318718302, 13, Region 2
9.02326378973, -79.5318714368, 13, Region 2
9.02326492056, -79.5318717271, 13, Region 2
9.02326442489, -79.5318715998, 13, Region 2
9.02326125657, -79.5318707867, 13, Region 2
9.02325880976, -79.5318701588, 12, Region 2
9.0232573709, -79.5318697895, 12, Region 2
9.02325509264, -79.5318692048, 12, Region 2
9.02325257857, -79.5318685596, 12, Region 2
9.02325081508, -79.5318681071, 11, Region 2
9.0232485584, -79.5318675279, 11, Region 2
9.02324622699, -79.5318669296, 11, Region 2
9.02324255553, -79.5318659874, 10, Region 2
9.02324026979, -79.5318654008, 10, Region 2
9.02323899699, -79.5318650741, 10, Region 2
9.02323814762, -79.5318648561, 10, Region 2
9.02323643228, -79.5318644159, 10, Region 2
9.02323596317, -79.5318642955, 10, Region 2
9.02323402864, -79.531863799, 9, Region 2
9.02323195213, -79.5318632661, 9, Region 2
9.0232314274, -79.5318631315, 9, Region 2
9.02322902376, -79.5318625146, 9, Region 2
9.02322739726, -79.5318620972, 9, Region 2
9.02322727687, -79.5318620663, 9, Region 2
9.02322656699, -79.5318618841, 9, Region 2
