Column1;Column2;Column3;Column4
2;2;37;32
2;2;37;32
2;2;37;32
2;2;37;31
1;2;37;31
0;2;35;31
1;2;34;31
2;2;33;31
4;3;32;31
5;3;31;31
6;3;30;30
8;3;29;30
9;3;27;30
11;3;26;29
12;2;24;28
14;2;23;28
16;2;22;27
17;2;21;27
18;3;19;27
20;3;18;27
21;3;17;27
23;3;16;26
24;3;14;26
25;2;13;25
27;2;12;25
29;2;10;24
30;1;9;23
32;1;7;23
33;1;6;22
35;1;5;22
36;1;3;21
38;1;2;21
39;1;1;21
41;1;0;20
42;0;1;20
43;0;2;19
44;0;3;19
44;0;3;18
44;0;3;18
44;0;3;18
45;0;3;18
45;0;3;18
45;0;3;18
