Column1;Column2;Column3;Column4
41;0;0;19
40;1;0;18
40;2;0;17
39;2;0;17
39;3;0;16
38;4;0;15
38;5;0;15
38;6;0;14
37;7;0;13
37;8;0;12
36;9;0;12
36;9;0;11
35;10;0;10
35;11;0;9
35;12;0;8
34;13;0;8
34;14;0;7
33;15;0;6
33;16;0;6
33;17;0;5
32;18;0;4
32;19;0;3
31;20;0;3
30;21;0;2
30;21;0;1
29;22;0;1
29;23;0;0
28;24;1;0
28;25;1;0
27;25;1;1
27;26;1;1
27;26;1;1
27;26;1;1
